Unnamed: 0.1,Unnamed: 0,iso_code,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths.1,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,hospital_beds_per_thousand
0,422729,OWID_WRL,World,2020-01-05,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
1,422730,OWID_WRL,World,2020-01-06,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
2,422731,OWID_WRL,World,2020-01-07,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
3,422732,OWID_WRL,World,2020-01-08,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
4,422733,OWID_WRL,World,2020-01-09,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
5,422734,OWID_WRL,World,2020-01-10,2.0,0.0,0.286,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
6,422735,OWID_WRL,World,2020-01-11,2.0,0.0,0.286,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
7,422736,OWID_WRL,World,2020-01-12,47.0,45.0,6.429,4.0,1.0,1.0,0.006,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
8,422737,OWID_WRL,World,2020-01-13,47.0,0.0,6.429,4.0,0.0,0.0,0.006,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
9,422738,OWID_WRL,World,2020-01-14,47.0,0.0,6.429,4.0,0.0,0.0,0.006,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
10,422739,OWID_WRL,World,2020-01-15,47.0,0.0,6.429,4.0,0.0,0.0,0.006,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
11,422740,OWID_WRL,World,2020-01-16,47.0,0.0,6.429,4.0,0.0,0.0,0.006,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
12,422741,OWID_WRL,World,2020-01-17,47.0,0.0,6.429,4.0,0.0,0.0,0.006,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
13,422742,OWID_WRL,World,2020-01-18,47.0,0.0,6.429,4.0,0.0,0.0,0.006,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
14,422743,OWID_WRL,World,2020-01-19,137.0,90.0,12.857,6.0,2.0,2.0,0.017,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
15,422744,OWID_WRL,World,2020-01-20,137.0,0.0,12.857,6.0,0.0,0.0,0.017,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
16,422745,OWID_WRL,World,2020-01-21,137.0,0.0,12.857,6.0,0.0,0.0,0.017,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
17,422746,OWID_WRL,World,2020-01-22,137.0,0.0,12.857,6.0,0.0,0.0,0.017,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
18,422747,OWID_WRL,World,2020-01-23,137.0,0.0,12.857,6.0,0.0,0.0,0.017,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
19,422748,OWID_WRL,World,2020-01-24,137.0,0.0,12.857,6.0,0.0,0.0,0.017,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
20,422749,OWID_WRL,World,2020-01-25,137.0,0.0,12.857,6.0,0.0,0.0,0.017,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
21,422750,OWID_WRL,World,2020-01-26,2032.0,1896.0,270.857,62.0,56.0,56.0,0.254,0.237,0.034,0.008,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
22,422751,OWID_WRL,World,2020-01-27,2032.0,0.0,270.857,62.0,0.0,0.0,0.254,0.0,0.034,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
23,422752,OWID_WRL,World,2020-01-28,2032.0,0.0,270.857,62.0,0.0,0.0,0.254,0.0,0.034,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
24,422753,OWID_WRL,World,2020-01-29,2032.0,0.0,270.857,62.0,0.0,0.0,0.254,0.0,0.034,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
25,422754,OWID_WRL,World,2020-01-30,2032.0,0.0,270.857,62.0,0.0,0.0,0.254,0.0,0.034,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
26,422755,OWID_WRL,World,2020-01-31,2032.0,0.0,270.857,62.0,0.0,0.0,0.254,0.0,0.034,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
27,422756,OWID_WRL,World,2020-02-01,2032.0,0.0,270.857,62.0,0.0,0.0,0.254,0.0,0.034,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
28,422757,OWID_WRL,World,2020-02-02,14570.0,12538.0,1791.143,372.0,310.0,310.0,1.824,1.569,0.224,0.047,0.039,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
29,422758,OWID_WRL,World,2020-02-03,14570.0,0.0,1791.143,372.0,0.0,0.0,1.824,0.0,0.224,0.047,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
30,422759,OWID_WRL,World,2020-02-04,14570.0,0.0,1791.143,372.0,0.0,0.0,1.824,0.0,0.224,0.047,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
31,422760,OWID_WRL,World,2020-02-05,14570.0,0.0,1791.143,372.0,0.0,0.0,1.824,0.0,0.224,0.047,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
32,422761,OWID_WRL,World,2020-02-06,14570.0,0.0,1791.143,372.0,0.0,0.0,1.824,0.0,0.224,0.047,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
33,422762,OWID_WRL,World,2020-02-07,14570.0,0.0,1791.143,372.0,0.0,0.0,1.824,0.0,0.224,0.047,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
34,422763,OWID_WRL,World,2020-02-08,14570.0,0.0,1791.143,372.0,0.0,0.0,1.824,0.0,0.224,0.047,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
35,422764,OWID_WRL,World,2020-02-09,37555.0,22985.0,3283.571,917.0,545.0,545.0,4.701,2.877,0.411,0.115,0.068,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
36,422765,OWID_WRL,World,2020-02-10,37555.0,0.0,3283.571,917.0,0.0,0.0,4.701,0.0,0.411,0.115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
37,422766,OWID_WRL,World,2020-02-11,37555.0,0.0,3283.571,917.0,0.0,0.0,4.701,0.0,0.411,0.115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
38,422767,OWID_WRL,World,2020-02-12,37555.0,0.0,3283.571,917.0,0.0,0.0,4.701,0.0,0.411,0.115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
39,422768,OWID_WRL,World,2020-02-13,37555.0,0.0,3283.571,917.0,0.0,0.0,4.701,0.0,0.411,0.115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
40,422769,OWID_WRL,World,2020-02-14,37555.0,0.0,3283.571,917.0,0.0,0.0,4.701,0.0,0.411,0.115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
41,422770,OWID_WRL,World,2020-02-15,37555.0,0.0,3283.571,917.0,0.0,0.0,4.701,0.0,0.411,0.115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
42,422771,OWID_WRL,World,2020-02-16,69004.0,31449.0,4492.714,1781.0,864.0,864.0,8.637,3.936,0.562,0.223,0.108,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
43,422772,OWID_WRL,World,2020-02-17,69004.0,0.0,4492.714,1781.0,0.0,0.0,8.637,0.0,0.562,0.223,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
44,422773,OWID_WRL,World,2020-02-18,69004.0,0.0,4492.714,1781.0,0.0,0.0,8.637,0.0,0.562,0.223,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
45,422774,OWID_WRL,World,2020-02-19,69004.0,0.0,4492.714,1781.0,0.0,0.0,8.637,0.0,0.562,0.223,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
46,422775,OWID_WRL,World,2020-02-20,69004.0,0.0,4492.714,1781.0,0.0,0.0,8.637,0.0,0.562,0.223,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
47,422776,OWID_WRL,World,2020-02-21,69004.0,0.0,4492.714,1781.0,0.0,0.0,8.637,0.0,0.562,0.223,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
48,422777,OWID_WRL,World,2020-02-22,69004.0,0.0,4492.714,1781.0,0.0,0.0,8.637,0.0,0.562,0.223,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
49,422778,OWID_WRL,World,2020-02-23,78246.0,9242.0,1320.286,2471.0,690.0,690.0,9.794,1.157,0.165,0.309,0.086,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
50,422779,OWID_WRL,World,2020-02-24,78246.0,0.0,1320.286,2471.0,0.0,0.0,9.794,0.0,0.165,0.309,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
51,422780,OWID_WRL,World,2020-02-25,78246.0,0.0,1320.286,2471.0,0.0,0.0,9.794,0.0,0.165,0.309,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
52,422781,OWID_WRL,World,2020-02-26,78246.0,0.0,1320.286,2471.0,0.0,0.0,9.794,0.0,0.165,0.309,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
53,422782,OWID_WRL,World,2020-02-27,78246.0,0.0,1320.286,2471.0,0.0,0.0,9.794,0.0,0.165,0.309,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
54,422783,OWID_WRL,World,2020-02-28,78246.0,0.0,1320.286,2471.0,0.0,0.0,9.794,0.0,0.165,0.309,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
55,422784,OWID_WRL,World,2020-02-29,78246.0,0.0,1320.286,2471.0,0.0,0.0,9.794,0.0,0.165,0.309,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
56,422785,OWID_WRL,World,2020-03-01,86514.0,8268.0,1181.143,2986.0,515.0,515.0,10.829,1.035,0.148,0.374,0.064,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
57,422786,OWID_WRL,World,2020-03-02,86514.0,0.0,1181.143,2986.0,0.0,0.0,10.829,0.0,0.148,0.374,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
58,422787,OWID_WRL,World,2020-03-03,86514.0,0.0,1181.143,2986.0,0.0,0.0,10.829,0.0,0.148,0.374,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
59,422788,OWID_WRL,World,2020-03-04,86514.0,0.0,1181.143,2986.0,0.0,0.0,10.829,0.0,0.148,0.374,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
60,422789,OWID_WRL,World,2020-03-05,86514.0,0.0,1181.143,2986.0,0.0,0.0,10.829,0.0,0.148,0.374,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
61,422790,OWID_WRL,World,2020-03-06,86514.0,0.0,1181.143,2986.0,0.0,0.0,10.829,0.0,0.148,0.374,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
62,422791,OWID_WRL,World,2020-03-07,86514.0,0.0,1181.143,2986.0,0.0,0.0,10.829,0.0,0.148,0.374,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
63,422792,OWID_WRL,World,2020-03-08,106720.0,20206.0,2886.571,3635.0,649.0,649.0,13.358,2.529,0.361,0.455,0.081,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
64,422793,OWID_WRL,World,2020-03-09,106720.0,0.0,2886.571,3635.0,0.0,0.0,13.358,0.0,0.361,0.455,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
65,422794,OWID_WRL,World,2020-03-10,106720.0,0.0,2886.571,3635.0,0.0,0.0,13.358,0.0,0.361,0.455,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
66,422795,OWID_WRL,World,2020-03-11,106720.0,0.0,2886.571,3635.0,0.0,0.0,13.358,0.0,0.361,0.455,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
67,422796,OWID_WRL,World,2020-03-12,106720.0,0.0,2886.571,3635.0,0.0,0.0,13.358,0.0,0.361,0.455,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
68,422797,OWID_WRL,World,2020-03-13,106720.0,0.0,2886.571,3635.0,0.0,0.0,13.358,0.0,0.361,0.455,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
69,422798,OWID_WRL,World,2020-03-14,106720.0,0.0,2886.571,3635.0,0.0,0.0,13.358,0.0,0.361,0.455,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
70,422799,OWID_WRL,World,2020-03-15,167154.0,60434.0,8633.429,6289.0,2654.0,2654.0,20.922,7.564,1.081,0.787,0.332,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
71,422800,OWID_WRL,World,2020-03-16,167154.0,0.0,8633.429,6289.0,0.0,0.0,20.922,0.0,1.081,0.787,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
72,422801,OWID_WRL,World,2020-03-17,167154.0,0.0,8633.429,6289.0,0.0,0.0,20.922,0.0,1.081,0.787,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
73,422802,OWID_WRL,World,2020-03-18,167154.0,0.0,8633.429,6289.0,0.0,0.0,20.922,0.0,1.081,0.787,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
74,422803,OWID_WRL,World,2020-03-19,167154.0,0.0,8633.429,6289.0,0.0,0.0,20.922,0.0,1.081,0.787,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
75,422804,OWID_WRL,World,2020-03-20,167154.0,0.0,8633.429,6289.0,0.0,0.0,20.922,0.0,1.081,0.787,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
76,422805,OWID_WRL,World,2020-03-21,167154.0,0.0,8633.429,6289.0,0.0,0.0,20.922,0.0,1.081,0.787,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
77,422806,OWID_WRL,World,2020-03-22,338474.0,171320.0,24474.286,15986.0,9697.0,9697.0,42.366,21.444,3.063,2.001,1.214,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
78,422807,OWID_WRL,World,2020-03-23,338474.0,0.0,24474.286,15986.0,0.0,0.0,42.366,0.0,3.063,2.001,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
79,422808,OWID_WRL,World,2020-03-24,338474.0,0.0,24474.286,15986.0,0.0,0.0,42.366,0.0,3.063,2.001,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
80,422809,OWID_WRL,World,2020-03-25,338474.0,0.0,24474.286,15986.0,0.0,0.0,42.366,0.0,3.063,2.001,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
81,422810,OWID_WRL,World,2020-03-26,338474.0,0.0,24474.286,15986.0,0.0,0.0,42.366,0.0,3.063,2.001,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
82,422811,OWID_WRL,World,2020-03-27,338474.0,0.0,24474.286,15986.0,0.0,0.0,42.366,0.0,3.063,2.001,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
83,422812,OWID_WRL,World,2020-03-28,338474.0,0.0,24474.286,15986.0,0.0,0.0,42.366,0.0,3.063,2.001,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
84,422813,OWID_WRL,World,2020-03-29,689952.0,351479.0,50211.286,38270.0,22284.0,22284.0,86.36,43.994,6.285,4.79,2.789,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
85,422814,OWID_WRL,World,2020-03-30,689952.0,0.0,50211.286,38270.0,0.0,0.0,86.36,0.0,6.285,4.79,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
86,422815,OWID_WRL,World,2020-03-31,689952.0,0.0,50211.286,38270.0,0.0,0.0,86.36,0.0,6.285,4.79,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
87,422816,OWID_WRL,World,2020-04-01,689952.0,0.0,50211.286,38270.0,0.0,0.0,86.36,0.0,6.285,4.79,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
88,422817,OWID_WRL,World,2020-04-02,689952.0,0.0,50211.286,38270.0,0.0,0.0,86.36,0.0,6.285,4.79,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
89,422818,OWID_WRL,World,2020-04-03,689952.0,0.0,50211.286,38270.0,0.0,0.0,86.36,0.0,6.285,4.79,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
90,422819,OWID_WRL,World,2020-04-04,689952.0,0.0,50211.286,38270.0,0.0,0.0,86.36,0.0,6.285,4.79,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
91,422820,OWID_WRL,World,2020-04-05,1156214.0,466289.0,66612.714,75116.0,36846.0,36846.0,144.721,58.365,8.338,9.402,4.612,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
92,422821,OWID_WRL,World,2020-04-06,1156214.0,0.0,66612.714,75116.0,0.0,0.0,144.721,0.0,8.338,9.402,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
93,422822,OWID_WRL,World,2020-04-07,1156214.0,0.0,66612.714,75116.0,0.0,0.0,144.721,0.0,8.338,9.402,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
94,422823,OWID_WRL,World,2020-04-08,1156214.0,0.0,66612.714,75116.0,0.0,0.0,144.721,0.0,8.338,9.402,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
95,422824,OWID_WRL,World,2020-04-09,1156214.0,0.0,66612.714,75116.0,0.0,0.0,144.721,0.0,8.338,9.402,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
96,422825,OWID_WRL,World,2020-04-10,1156214.0,0.0,66612.714,75116.0,0.0,0.0,144.721,0.0,8.338,9.402,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
97,422826,OWID_WRL,World,2020-04-11,1156214.0,0.0,66612.714,75116.0,0.0,0.0,144.721,0.0,8.338,9.402,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
98,422827,OWID_WRL,World,2020-04-12,1680573.0,524359.0,74908.429,122790.0,47674.0,47674.0,210.354,65.633,9.376,15.369,5.967,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
99,422828,OWID_WRL,World,2020-04-13,1680573.0,0.0,74908.429,122790.0,0.0,0.0,210.354,0.0,9.376,15.369,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
100,422829,OWID_WRL,World,2020-04-14,1680573.0,0.0,74908.429,122790.0,0.0,0.0,210.354,0.0,9.376,15.369,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
101,422830,OWID_WRL,World,2020-04-15,1680573.0,0.0,74908.429,122790.0,0.0,0.0,210.354,0.0,9.376,15.369,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
102,422831,OWID_WRL,World,2020-04-16,1680573.0,0.0,74908.429,122790.0,0.0,0.0,210.354,0.0,9.376,15.369,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
103,422832,OWID_WRL,World,2020-04-17,1680573.0,0.0,74908.429,122790.0,0.0,0.0,210.354,0.0,9.376,15.369,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
104,422833,OWID_WRL,World,2020-04-18,1680573.0,0.0,74908.429,122790.0,0.0,0.0,210.354,0.0,9.376,15.369,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
105,422834,OWID_WRL,World,2020-04-19,2187579.0,507006.0,72429.429,172747.0,49957.0,49957.0,273.815,63.461,9.066,21.622,6.253,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
106,422835,OWID_WRL,World,2020-04-20,2187579.0,0.0,72429.429,172747.0,0.0,0.0,273.815,0.0,9.066,21.622,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
107,422836,OWID_WRL,World,2020-04-21,2187579.0,0.0,72429.429,172747.0,0.0,0.0,273.815,0.0,9.066,21.622,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
108,422837,OWID_WRL,World,2020-04-22,2187579.0,0.0,72429.429,172747.0,0.0,0.0,273.815,0.0,9.066,21.622,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
109,422838,OWID_WRL,World,2020-04-23,2187579.0,0.0,72429.429,172747.0,0.0,0.0,273.815,0.0,9.066,21.622,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
110,422839,OWID_WRL,World,2020-04-24,2187579.0,0.0,72429.429,172747.0,0.0,0.0,273.815,0.0,9.066,21.622,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
111,422840,OWID_WRL,World,2020-04-25,2187579.0,0.0,72429.429,172747.0,0.0,0.0,273.815,0.0,9.066,21.622,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
112,422841,OWID_WRL,World,2020-04-26,2727847.0,540268.0,77181.143,217156.0,44409.0,44409.0,341.44,67.624,9.661,27.181,5.559,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
113,422842,OWID_WRL,World,2020-04-27,2727847.0,0.0,77181.143,217156.0,0.0,0.0,341.44,0.0,9.661,27.181,0.0,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
114,422843,OWID_WRL,World,2020-04-28,2727847.0,0.0,77181.143,217156.0,0.0,0.0,341.44,0.0,9.661,27.181,0.0,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
115,422844,OWID_WRL,World,2020-04-29,2727847.0,0.0,77181.143,217156.0,0.0,0.0,341.44,0.0,9.661,27.181,0.0,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
116,422845,OWID_WRL,World,2020-04-30,2727847.0,0.0,77181.143,217156.0,0.0,0.0,341.44,0.0,9.661,27.181,0.0,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705
